query_or_cluster	ownership_type	primary_owner_sku	supporting_skus	competing_skus	overlap_risk	ownership_reason	manual_review_required
подвеска на зеркало мужская	FAMILY_SHARED		2186843798		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска на зеркало мужская в машину	FAMILY_SHARED		1629553898		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска на зеркало рыба	FAMILY_SHARED		2271270261		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска на зеркало рыбы	SKU_SPECIFIC	1720155616			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска на зеркало славянская	FAMILY_SHARED		1630033296;1630040194;1640334195;2184168890		LOW	0 exact/strong owner(s); 4 family/generic supporting relation(s).	NO
подвеска на зеркало татарское	FAMILY_SHARED		1720144370		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска на зеркало у машину	STORE_GENERIC		1630033296;2271246783		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
подвеска на зеркало хоккейная краги в машину	FAMILY_SHARED		1720161841		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска на зеркало щущеная голоаа	FAMILY_SHARED		1720131759		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска на машину	STORE_GENERIC		1640326230;1720161841;2184199958;2186796339;2186836116;2186846833;2186848313;2186850644;2186856503;2271262133;2559817779		LOW	0 exact/strong owner(s); 11 family/generic supporting relation(s).	NO
подвеска на удачу	FAMILY_SHARED		1640276582		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска на шею ловец снов	FAMILY_SHARED		2271219774		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска на шею чернобог	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска оберег в машину бог тарс	FAMILY_SHARED		2184168890		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска оберег в машину на зеркало	FAMILY_SHARED		1720137256;2271219774		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
подвеска оберег глаз в машину	FAMILY_SHARED		1629493686		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска оберег на зеркало автомобиля	FAMILY_SHARED		2271292556		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска оберег овен	SKU_SPECIFIC	2186850644			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска оберег от сглаза	FAMILY_SHARED		2183921966		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска оберег с	STORE_GENERIC		1629493686;2186839757		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
подвеска овен	FAMILY_SHARED	1720148880;2186850644;2271251938		1720148880;2186850644;2271251938	HIGH	3 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
подвеска ом	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
подвеска от порчи	FAMILY_SHARED		2184168890		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска от сглаза	FAMILY_SHARED		1630040194;1640264403;1640326205;2184153852		LOW	0 exact/strong owner(s); 4 family/generic supporting relation(s).	NO
подвеска от сглаза в машину	FAMILY_SHARED		1611643847		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска под з	FAMILY_SHARED		1640326230		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска под зеркало	STORE_GENERIC		1611695246;2271270261		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
подвеска православная в машину на зеркало	SKU_SPECIFIC	1943215793			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска прикольная на зеркало в машину	FAMILY_SHARED		2271219774		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска рак	FAMILY_SHARED	1720153914;2186796339;2271262133		1720153914;2186796339;2271262133	HIGH	3 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
подвеска рак большая	SKU_SPECIFIC	2186796339			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска россия на зеркало в машину	FAMILY_SHARED		1720131759		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска руна	STORE_GENERIC		1602715556;1636048691;1720153914		LOW	0 exact/strong owner(s); 3 family/generic supporting relation(s).	NO
подвеска с защитой от сглаза и порчи	FAMILY_SHARED		1720155616		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска с зеркалом дерево	FAMILY_SHARED		2186865070		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска с знаком зодиака рак	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска с ру	FAMILY_SHARED		1623753672		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска скорпион	FAMILY_SHARED	1720160556;2186836116;2271275793		1720160556;2186836116;2271275793	HIGH	3 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
подвеска скорпион в машину	SKU_SPECIFIC	2271275793			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска скорпион в машину на зеркало	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска скорпион мужская	SKU_SPECIFIC	2186836116			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска скорпион на ни	SKU_SPECIFIC	2186836116			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска скорпион на шею мужской	SKU_SPECIFIC	2186836116			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска славянская	FAMILY_SHARED		1640276582;2184133137		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
подвеска славянская на зеркало автомобиля	FAMILY_SHARED		1640326230		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска славянский оберег	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска со заком зодиака стрелец	SKU_SPECIFIC	2186839757			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска со львом	FAMILY_SHARED		1720151850		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска со стразами в машину на зеркало	FAMILY_SHARED		2186856503		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска стрелец	SKU_SPECIFIC	1720124782			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска стрелец позолота	SKU_SPECIFIC	2271285786			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска телец	FAMILY_SHARED	1720161841;2186766628;2271292556		1720161841;2186766628;2271292556	HIGH	3 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
подвеска узел	SKU_SPECIFIC	1611695246			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска украшение в автомобиль	FAMILY_SHARED		2183808182		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска череп вагнер в машину	FAMILY_SHARED		2271219774		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска четки	FAMILY_SHARED		2186839757		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска четки на зеркало в машину	FAMILY_SHARED		2186850644		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска шаманский оберег в машину	FAMILY_SHARED		1629493686		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска эзотерика	FAMILY_SHARED		2184234912		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвеска ювелирная весы скорпион	SKU_SPECIFIC	2186802133			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвеска ювелирная козерог	SKU_SPECIFIC	2271246783			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвески в авто на зеркало	FAMILY_SHARED		1611695246		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвески в авто на зеркало деревянные	FAMILY_SHARED		1640326230		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвески в авто рак	SKU_SPECIFIC	2186796339			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвески в автомобиль на зеркало	FAMILY_SHARED		2559748332		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвески в машину водолей	SKU_SPECIFIC	2271234726			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвески в машину на зеркало для девушки	FAMILY_SHARED		2271270261		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвески весы	SKU_SPECIFIC	2186802133			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
подвески знаки зодиака	FAMILY_SHARED		1720147059;2186850644;2271188511		LOW	0 exact/strong owner(s); 3 family/generic supporting relation(s).	NO
подвески на зеркало	STORE_GENERIC		1602715556;1640330072		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
подвески на зеркало авто	FAMILY_SHARED		2186802133;2271219774		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
подвески на зеркало для авто	FAMILY_SHARED		2184098058		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвески обереги в машину на зеркало женские	FAMILY_SHARED		2271240621		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвески с рунами	FAMILY_SHARED		1842444165		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
подвестка в машину	FAMILY_SHARED		1720147059;2186850644;2271188511		LOW	0 exact/strong owner(s); 3 family/generic supporting relation(s).	NO
подвечка на зеркало	FAMILY_SHARED		1720151850;2186836116		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
подвнска в мсшине зерколо	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
поддвеска славянские	FAMILY_SHARED		1630033296;2183808182		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
подставка близнец	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
подушка в машину дева	FAMILY_SHARED	2186843798;2186865070		2186843798;2186865070	HIGH	2 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
полвеска телец	SKU_SPECIFIC	1720161841			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
посуда хорс	SKU_SPECIFIC	2184168890			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
прикол в машину талисман	FAMILY_SHARED		2186865070		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
прикольная талисман подвеска на зеркало в машину для машины в салон	FAMILY_SHARED		2271246783		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
провославный оберег в машину	FAMILY_SHARED		2326866320		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
путник оберег	FAMILY_SHARED		2183808182		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
пушистая игрушка в машину на зеркало котенок	FAMILY_SHARED		1640264403		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
рак	FAMILY_SHARED	1720153914;2186796339;2271262133		1720153914;2186796339;2271262133	HIGH	3 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
рак на присоске в машину	SKU_SPECIFIC	2271262133			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
рака ловки	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
раки	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
распродажа	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
расческа стрелец	SKU_SPECIFIC	2271285786			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
россия белоруссия флаг на присоске в машину	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
руна гунгнира футболка	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
руна крест	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
руна подвеска	FAMILY_SHARED		2186850644		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
рунический амулет	SKU_SPECIFIC	1602722942			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
руны	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
руны амулет защита	STORE_GENERIC		1611643847;1630033296		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
руны в машину	FAMILY_SHARED		2184234912;2559437928		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
руны обкрег	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
руны подвеска	FAMILY_SHARED		1640330072		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
руны подвеска в машину	STORE_GENERIC		1611695246;1623753672;1640334195		LOW	0 exact/strong owner(s); 3 family/generic supporting relation(s).	NO
руны подвеска дерево в машину на защиту	FAMILY_SHARED		1602722942		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
руны славянские	FAMILY_SHARED		1630033296;1636048691;1640276582;1640330072;1842444165		LOW	0 exact/strong owner(s); 5 family/generic supporting relation(s).	NO
руны славянские бусины	FAMILY_SHARED		1640334195		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
русич	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
русская подвескс	FAMILY_SHARED		2559817779		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
русские обереги	STORE_GENERIC		1630040194;2184153852;2271219774		LOW	0 exact/strong owner(s); 3 family/generic supporting relation(s).	NO
рыба	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
рыбий глаз зеркало на столб	FAMILY_SHARED		1720155616		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
рыбы	SKU_SPECIFIC	1720155616			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
с зеркалом оберег	FAMILY_SHARED		2186850644		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
с рунами на зеркало в машину	FAMILY_SHARED		1720151850		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
самурай	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
самурайские аксессуары	FAMILY_SHARED		1602715556		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
самурайский оберег	FAMILY_SHARED		1602715556		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
самурайский стиль	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
самурая на голову	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
сварог зн	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
сварог оберег	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
сварог оберег в машину	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
сварог подвеска	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
сварочник сварог	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
свеча для знака близнецы	SKU_SPECIFIC	1720131759			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
свеча перун	SKU_SPECIFIC	2183985513			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
семагл	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
семейный оберег	FAMILY_SHARED		1640334195		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
семейный очаг песок	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
семургл	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
сережки телец	SKU_SPECIFIC	2271292556			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
серьги с козерогом	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
сила	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
символ славянский	FAMILY_SHARED		1640326230		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
символ хорса	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
символ чернобог	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
сито для муки	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
сихлы в машину	FAMILY_SHARED		1611695246		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
скандинавский оберег на зеркало в машину	FAMILY_SHARED		1602722942		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
сковорода гугнир	UNCLEAR				MEDIUM	0 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
скорпион	FAMILY_SHARED	1720160556;2186836116;2271275793		1720160556;2186836116;2271275793	HIGH	3 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
скорпион оберег	SKU_SPECIFIC	2271275793			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
скорпион подвеска	FAMILY_SHARED	1720160556;2271275793		1720160556;2271275793	HIGH	2 exact/strong owner(s); 0 family/generic supporting relation(s).	YES
скрепка на авто козерог	SKU_SPECIFIC	2271246783			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
скутер скорпион зеркало	SKU_SPECIFIC	2186836116			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
славяне оберег	FAMILY_SHARED		1640326230		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянкая защита	FAMILY_SHARED		1640326230		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянская подвеска	FAMILY_SHARED		1640326205;2184153852		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
славянская подвеска оберег	FAMILY_SHARED		1640264403;1842444165		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
славянские	FAMILY_SHARED		1630033296;1636041142;1636048691;2183808182;2184168890;2184932293		LOW	0 exact/strong owner(s); 6 family/generic supporting relation(s).	NO
славянские аксессуары	FAMILY_SHARED		1640330072		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянские амулеты обереги	FAMILY_SHARED		2184234912		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянские боги дерево	FAMILY_SHARED		2184098058		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянские боги и богини	FAMILY_SHARED		2183808182		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянские оберег	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
славянские оберег чернобог для мужчин	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
славянские обереги	FAMILY_SHARED		1630033296;1630040194;1636041142;1640251697;1640264403;1640276582;1640306007;1640326205;1640326230;1640330072;1640334195;1640337426;1842444165;2183808182;2183921966;2183985513;2184098058;2184133137;2184153852;2184168890;2184199958;2184234912;2184932293;2559437928		LOW	0 exact/strong owner(s); 24 family/generic supporting relation(s).	NO
славянские обереги в машину	FAMILY_SHARED		2184168890		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянские обереги в машину для мужчин	FAMILY_SHARED		1630033296		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянские обереги для мужчин	FAMILY_SHARED		1636048691;1842444165;2184932293		LOW	0 exact/strong owner(s); 3 family/generic supporting relation(s).	NO
славянские обереги знич	SKU_SPECIFIC	1640326230			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
славянские обереги мужские	FAMILY_SHARED		1630033296;1630040194;1636041142;1640334195;1842444165;2183921966		LOW	0 exact/strong owner(s); 6 family/generic supporting relation(s).	NO
славянские обереги мужские в машину	FAMILY_SHARED		2184153852		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянские обереги мужские в машину на зеркало	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
славянские обереги мужские на шею	FAMILY_SHARED		1640251697		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянские обереги на шею	FAMILY_SHARED		2184234912;2184932293		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
славянские обереги набор	FAMILY_SHARED		2183808182		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянские руны	FAMILY_SHARED		1630033296;1640306007;1640330072;1640337426		LOW	0 exact/strong owner(s); 4 family/generic supporting relation(s).	NO
славянские руны для четок	FAMILY_SHARED		1842444165		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянские руны подвеска	FAMILY_SHARED		1640326230		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянские смулетв жива	SKU_SPECIFIC	2183808182			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
славянские талисманы	FAMILY_SHARED		2184199958		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянские традиции	FAMILY_SHARED		2183985513		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянские украшения	FAMILY_SHARED		1630033296;1630040194;1636041142;1640264403;1640330072;1640334195;1640337426;2183808182;2184098058;2184133137;2184168890;2184199958;2559437928		LOW	0 exact/strong owner(s); 13 family/generic supporting relation(s).	NO
славянские четки	FAMILY_SHARED		1636041142		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянские чуры	FAMILY_SHARED		1640264403		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянскиеобереги	FAMILY_SHARED		1630040194;1636041142;1640251697;1640276582;1640326230;1640334195;2183808182;2183985513;2184098058;2184153852;2184199958;2184234912		LOW	0 exact/strong owner(s); 12 family/generic supporting relation(s).	NO
славянский	FAMILY_SHARED		1640334195;2183985513;2184098058;2184153852;2184168890		LOW	0 exact/strong owner(s); 5 family/generic supporting relation(s).	NO
славянский амулет	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
славянский бог	FAMILY_SHARED		1640337426;2184168890		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
славянский бог семаргл магнит на холодильник	SKU_SPECIFIC	2184153852			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
славянский колядыдар	FAMILY_SHARED		1640326205		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский крес	FAMILY_SHARED		1640334195		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский крест	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
славянский оберег	FAMILY_SHARED		1630033296;1630040194;1636041142;1636048691;1640276582;1640306007;1640326205;1640334195;1640337426;1842444165;2183808182;2183921966;2183985513;2184098058;2184133137;2184153852;2184168890;2184199958;2184234912;2184932293;2559437928		LOW	0 exact/strong owner(s); 21 family/generic supporting relation(s).	NO
славянский оберег в машину	FAMILY_SHARED		1630040194;1636048691;2559437928		LOW	0 exact/strong owner(s); 3 family/generic supporting relation(s).	NO
славянский оберег в машину на зеркало	FAMILY_SHARED		1640306007;2184153852		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
славянский оберег в машину с	FAMILY_SHARED		1640334195		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский оберег велес	EXCLUDED				LOW	0 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
славянский оберег война	FAMILY_SHARED		1640326230		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский оберег для волос	FAMILY_SHARED		1640326230		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский оберег для ключей дома	FAMILY_SHARED		2559437928		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский оберег для машины	FAMILY_SHARED		1636048691		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский оберег для мужчин	FAMILY_SHARED		1636041142		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский оберег женский	FAMILY_SHARED		2183921966		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский оберег из дерева	FAMILY_SHARED		1630040194;1636041142;1640306007;2183808182		LOW	0 exact/strong owner(s); 4 family/generic supporting relation(s).	NO
славянский оберег колядник	SKU_SPECIFIC	1640326205			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
славянский оберег мужской	FAMILY_SHARED		1640326205		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский оберег мужской в автомобиль на зеркало алатырь	SKU_SPECIFIC	1640251697			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
славянский оберег мужской в машину	FAMILY_SHARED		2559437928		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский оберег на зеркало автомобиля	FAMILY_SHARED		1636048691		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский оберег от сглаза для ребенка	FAMILY_SHARED		1640251697		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский оберег подвеска	FAMILY_SHARED		1630040194;1640306007;2183808182		LOW	0 exact/strong owner(s); 3 family/generic supporting relation(s).	NO
славянский оберег подвеска солнце	FAMILY_SHARED		1640251697		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский оберег путник в машину	FAMILY_SHARED		1640330072		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский оберег род	FAMILY_SHARED		2184133137		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский оберег чур	FAMILY_SHARED		2183808182		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский омулет в машину	FAMILY_SHARED		1640334195		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский талисман подвеска	FAMILY_SHARED		2184098058		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянский умулет в авто	FAMILY_SHARED		1636041142		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянское	FAMILY_SHARED		1630033296;1640276582		LOW	0 exact/strong owner(s); 2 family/generic supporting relation(s).	NO
славянское солнце	FAMILY_SHARED		2184932293		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
славянскте обереги от сглаза	FAMILY_SHARED		1630033296		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
спаси и сохрани в машину с подсветкой	SKU_SPECIFIC	2326866320			LOW	1 exact/strong owner(s); 0 family/generic supporting relation(s).	NO
стильная подвеска в машину на зеркало	FAMILY_SHARED		1640276582		LOW	0 exact/strong owner(s); 1 family/generic supporting relation(s).	NO
